detail_file,sequence_index,subtask,success,steps,condition_type,task_index,match_score,language,matched_training_task
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,36,lift_red_block_slider,False,360,onehot,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,37,move_slider_right,True,181,onehot,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,37,turn_off_lightbulb,False,360,onehot,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,38,turn_off_lightbulb,False,360,onehot,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,39,open_drawer,True,48,onehot,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,39,move_slider_right,True,140,onehot,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,39,push_blue_block_right,False,360,onehot,254,0.8888888888888888,go push the blue block right,push_blue_block_right: go push the blue block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,40,turn_on_led,False,360,onehot,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,41,move_slider_right,True,149,onehot,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,41,close_drawer,True,190,onehot,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,41,push_pink_block_left,False,360,onehot,247,0.8852459016393442,go push the pink block left,push_pink_block_left: go push the pink block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,42,move_slider_right,True,200,onehot,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,42,push_into_drawer,True,83,onehot,180,0.8444444444444444,slide the block that it falls into the drawer,push_into_drawer: push the object that it falls into the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,42,turn_off_led,False,360,onehot,299,0.9397590361445783,press the button to turn off the led light,turn_off_led: push the button to turn off the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,43,move_slider_left,True,54,onehot,232,0.9295774647887324,push the sliding door to the left side,move_slider_left: push the sliding door to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,43,push_pink_block_left,True,102,onehot,247,0.8852459016393442,go push the pink block left,push_pink_block_left: go push the pink block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,43,lift_blue_block_slider,False,360,onehot,353,0.9010989010989011,lift the blue block from the sliding cabinet,lift_blue_block_slider: pick up the blue block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,44,rotate_pink_block_right,True,108,onehot,378,0.9176470588235294,take the pink block and rotate it to the right,rotate_pink_block_right: take the pink block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,44,lift_pink_block_table,False,360,onehot,290,0.7916666666666666,grasp and lift the pink block,lift_pink_block_table: lift the pink block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,45,lift_blue_block_table,False,360,onehot,264,0.7916666666666666,grasp and lift the blue block,lift_blue_block_table: lift the blue block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,46,rotate_pink_block_right,False,360,onehot,378,0.9176470588235294,take the pink block and rotate it to the right,rotate_pink_block_right: take the pink block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,47,turn_off_lightbulb,False,360,onehot,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,48,lift_red_block_slider,False,360,onehot,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,49,rotate_blue_block_left,False,360,onehot,387,0.9156626506024096,take the blue block and rotate it to the left,rotate_blue_block_left: take the blue block and rotate it left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,50,lift_red_block_table,False,360,onehot,24,0.782608695652174,grasp and lift the red block,lift_red_block_table: lift the red block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,51,open_drawer,True,49,onehot,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,51,push_blue_block_right,False,360,onehot,254,0.8888888888888888,go push the blue block right,push_blue_block_right: go push the blue block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,52,rotate_red_block_right,False,360,onehot,22,0.9156626506024096,take the red block and rotate it to the right,rotate_red_block_right: take the red block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,53,turn_on_led,False,360,onehot,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,54,turn_on_led,False,360,onehot,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,55,turn_off_led,True,357,onehot,299,0.9397590361445783,press the button to turn off the led light,turn_off_led: push the button to turn off the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,55,close_drawer,False,360,onehot,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,56,close_drawer,True,43,onehot,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,56,push_red_block_left,True,90,onehot,328,0.8813559322033898,go push the red block left,push_red_block_left: go push the red block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,56,lift_red_block_table,True,9,onehot,24,0.782608695652174,grasp and lift the red block,lift_red_block_table: lift the red block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,56,stack_block,False,360,onehot,67,0.7692307692307693,stack the grasped block,stack_block: stack the blocks
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,57,move_slider_right,True,202,onehot,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,57,push_into_drawer,True,308,onehot,180,0.8444444444444444,slide the block that it falls into the drawer,push_into_drawer: push the object that it falls into the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,57,lift_red_block_slider,False,360,onehot,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,58,push_blue_block_left,False,360,onehot,220,0.8852459016393442,go push the blue block left,push_blue_block_left: go push the blue block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,59,move_slider_right,True,148,onehot,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_a_proxy_taskcond_seed0/D/calvin_act_a_proxy_taskcond_seed0_onehot_D_eval_details.json,59,turn_off_lightbulb,True,309,onehot,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
